num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
7564.0,192.0,7756.0,39.395833333333336
7050.0,222.0,7272.0,31.756756756756758
9463.0,340.0,9803.0,27.83235294117647
9045.0,316.0,9361.0,28.623417721518987
20712.0,633.0,21345.0,32.720379146919434
4566.0,218.0,4784.0,20.94495412844037
9378.0,258.0,9636.0,36.348837209302324
6571.0,281.0,6852.0,23.384341637010674
7566.0,262.0,7828.0,28.87786259541985
17296.0,445.0,17741.0,38.86741573033708
5874.0,295.0,6169.0,19.91186440677966
7756.0,6029.0,13785.0,1.2864488306518493
9105.0,294.0,9399.0,30.96938775510204
9035.0,500.0,9535.0,18.07
18409.0,482.0,18891.0,38.19294605809129
4207.0,276.0,4483.0,15.242753623188406
5242.0,134.0,5376.0,39.11940298507463
7562.0,425.0,7987.0,17.79294117647059
4490.0,170.0,4660.0,26.41176470588235
19754.0,636.0,20390.0,31.059748427672957
5536.0,5201.0,10737.0,1.0644106902518746
9044.0,333.0,9377.0,27.15915915915916
5318.0,214.0,5532.0,24.850467289719628
7411.0,202.0,7613.0,36.68811881188119
17145.0,433.0,17578.0,39.595842956120094
7131.0,297.0,7428.0,24.01010101010101
6067.0,229.0,6296.0,26.49344978165939
13104.0,343.0,13447.0,38.204081632653065
6826.0,239.0,7065.0,28.560669456066947
17187.0,873.0,18060.0,19.6872852233677
6402.0,163.0,6565.0,39.2760736196319
4351.0,255.0,4606.0,17.062745098039215
5089.0,245.0,5334.0,20.771428571428572
5910.0,172.0,6082.0,34.36046511627907
17605.0,658.0,18263.0,26.75531914893617
4854.0,174.0,5028.0,27.896551724137932
10217.0,332.0,10549.0,30.77409638554217
9196.0,479.0,9675.0,19.198329853862212
7170.0,233.0,7403.0,30.7725321888412
19080.0,637.0,19717.0,29.952904238618526
4652.0,185.0,4837.0,25.145945945945947
6666.0,274.0,6940.0,24.32846715328467
5661.0,142.0,5803.0,39.86619718309859
8058.0,215.0,8273.0,37.479069767441864
21961.0,956.0,22917.0,22.971757322175733
5283.0,214.0,5497.0,24.686915887850468
5239.0,178.0,5417.0,29.43258426966292
9738.0,652.0,10390.0,14.93558282208589
5410.0,266.0,5676.0,20.338345864661655
19199.0,572.0,19771.0,33.56468531468531
5785.0,186.0,5971.0,31.102150537634408
4884.0,244.0,5128.0,20.016393442622952
9672.0,317.0,9989.0,30.51104100946372
7036.0,484.0,7520.0,14.537190082644628
19676.0,530.0,20206.0,37.12452830188679
4313.0,162.0,4475.0,26.623456790123456
12503.0,362.0,12865.0,34.53867403314917
5783.0,299.0,6082.0,19.34113712374582
5498.0,397.0,5895.0,13.848866498740554
16683.0,596.0,17279.0,27.991610738255034
4315.0,239.0,4554.0,18.05439330543933
4633.0,129.0,4762.0,35.91472868217054
9020.0,286.0,9306.0,31.53846153846154
5330.0,245.0,5575.0,21.755102040816325
18728.0,2089.0,20817.0,8.965055050263285
6857.0,403.0,7260.0,17.01488833746898
6134.0,199.0,6333.0,30.824120603015075
9694.0,395.0,10089.0,24.541772151898734
12508.0,432.0,12940.0,28.953703703703702
16448.0,716.0,17164.0,22.972067039106147
10635.0,480.0,11115.0,22.15625
7001.0,200.0,7201.0,35.005
11042.0,344.0,11386.0,32.098837209302324
11899.0,386.0,12285.0,30.826424870466322
17387.0,556.0,17943.0,31.27158273381295
5424.0,146.0,5570.0,37.15068493150685
9136.0,360.0,9496.0,25.377777777777776
6445.0,265.0,6710.0,24.32075471698113
8367.0,220.0,8587.0,38.03181818181818
21438.0,576.0,22014.0,37.21875
7457.0,318.0,7775.0,23.449685534591193
5749.0,150.0,5899.0,38.32666666666667
5507.0,148.0,5655.0,37.20945945945946
5831.0,217.0,6048.0,26.870967741935484
17654.0,445.0,18099.0,39.67191011235955
4929.0,130.0,5059.0,37.91538461538462
5126.0,188.0,5314.0,27.26595744680851
5340.0,231.0,5571.0,23.116883116883116
5753.0,154.0,5907.0,37.357142857142854
24476.0,1133.0,25609.0,21.602824360105913
4560.0,216.0,4776.0,21.11111111111111
14275.0,418.0,14693.0,34.15071770334928
9894.0,248.0,10142.0,39.895161290322584
6556.0,168.0,6724.0,39.023809523809526
19416.0,1455.0,20871.0,13.344329896907217
5207.0,251.0,5458.0,20.745019920318725
5233.0,345.0,5578.0,15.168115942028985
4833.0,904.0,5737.0,5.346238938053097
8718.0,279.0,8997.0,31.247311827956988
20422.0,839.0,21261.0,24.34088200238379
5009.0,142.0,5151.0,35.274647887323944
9500.0,312.0,9812.0,30.44871794871795
9464.0,283.0,9747.0,33.44169611307421
6509.0,192.0,6701.0,33.901041666666664
19453.0,491.0,19944.0,39.61914460285132
7337.0,213.0,7550.0,34.44600938967136
12663.0,387.0,13050.0,32.72093023255814
8023.0,205.0,8228.0,39.136585365853655
